Blog hanging	wednesday	travel	fit	size	bottom	grandma	grateful	west	photos	technology	dirty	cream	research	hahaha	details	dogs	kitchen	test	teacher	poor	pool	evening	heavy	american	obviously	similar	links	including	university	tuesday	http	liked	likes	movies	anymore	personal	omg	lovely	dear	afternoon	happening	father	talked	fuck	speaking	label	download	quickly	stuck	apartment	king	wrote	shirt	questions	expect	edit	g	married	joe	kinda	hurt	machine	twitter	theme	babies	current	winter	records	pop	act	ah	al	community	results	jesus	email	co	cd	ball	moments	comments	em	el	breakfast	classic	ahead	nights	march	click	till	ben	language	luck	im	www	daddy	died	skin	pink	gotta	safe	nose	students	search	blood	blogging	y	broken	six	national	center	bus	mp	mr	several	gift	chocolate	color	program	presentation	arrived	planning	brain	create	record	lord	easier	series	tree	shower	previous	son	sign	fish	death	continue	spring	un	uk	fresh	truth	daughter	beach	japan	created	cat	album	card	message	price	history	ya	stopped	usual	lines	based	strange	explain	disco	website	human	join	tears	artist	shop	nearly	members	train	actual	hospital	onto	report	focus	cook	unfortunately	ideas	college	nd	ladies	thursday	basically	v	hotel	mommy	problems	wall	whether	beauty	knowing	smell	truck	slow	complete	certain	consider	dress	currently	hoping	major	produced	upon	tickets	india	office	received	speak	reality	brown	honest	online	notice	building	stayed	beyond	bonus	youtube	mentioned	exactly	woke	bar	die	everybody	soul	stupid	mark	shopping	doctor	tour	collection	mention	south	unless	alive	quick	memory	review	reach	aren	various	amount	choose	conversation	chicken	english	lead	june	service	mouth	singer	cup	roll	choice	matt	pulled	internet	situation	singapore	learning	followed	entire	land	process	realize	web	sarah	coffee	l	john	nobody	hang	easily	musical	josh	update	non	gonna	tracks	station	feels	forgotten	lived	popular	michael	parts	headed	lose	library	star	somehow	performance	among	^	sleeping	enjoying	facebook	restaurant	que	happens	wedding	conference	level	posts	guitar	taste	wife	weight	peace	holiday	fear	feat	opening	wanna	perhaps	cake	episode	fair	possible	began	wondering	spot	vacation	image	passed	original	content	pics	action	keeping	science	information	w	session	recent	hello	standing	david	figured	stage	study	dj	dr	fight	interested	hell	indeed	okay	ground	husband	concert	article	media	ft	jordan	towards	wow	himself	noticed	ha	net	posting	points	items	form	shit	digital	fell	yummy	pain	videos	release	bunch	la	comment	latest	photo	bands	na	events	worse	worst	ten	tea	difficult	health	added	sharing	reasons	sort	cars	itself	example	rd	everywhere	adam	large	gold	cry	available	church	seemed	magic	challenge	system	dan	total	earlier	war	certainly	presented	truly	cannot	celebrate	damn	picked	data	admit	immediately	warm	dog	lazy	opportunity	dreams	managed	film	difference	public	simply	ran	f	apparently	mid	mix	lol	snow	radio	released	slowly	chinese	finding	rainy	remix	related	july	scared	exciting	below	ate	season	punk	sat	pages	org	chase	pieces	haha	law	eventually	holding	market	club	worry	albums	makeup	control	quality	became	japanese	lights	lyrics	daily	lake	everyday	laughing	further	particular	gotten	dancing	meeting	kill	entry	google	ourselves	favourite	sing	de	text	calling	general	helped	soft	j	changed	changes	driving	sky	bye	practice	window	ep	
Rope it Real Good	3	1	0	1	2	0	2	0	0	0	0	1	0	1	0	0	0	0	3	2	1	0	1	1	3	2	2	0	4	0	2	1	2	1	6	7	1	0	0	0	0	3	1	3	0	0	0	1	4	1	0	3	3	0	1	3	0	1	1	0	3	2	7	0	0	0	3	3	0	1	1	0	1	2	1	0	4	2	3	5	2	1	0	2	0	3	3	3	0	4	0	0	0	3	0	1	0	0	4	0	2	1	0	0	0	0	0	2	1	0	0	3	0	0	1	15	2	0	0	4	0	2	0	0	2	1	0	6	2	2	3	0	0	1	0	2	2	12	0	0	4	0	0	2	0	0	5	1	4	0	3	4	1	0	2	0	0	0	2	0	2	2	2	0	0	0	7	0	2	2	0	1	4	0	4	0	1	0	3	2	1	2	0	0	0	2	2	3	1	0	2	0	0	1	1	0	0	1	4	0	0	1	1	0	1	0	1	1	1	0	1	1	6	4	0	0	0	0	3	1	1	1	2	1	0	1	0	1	0	3	4	0	0	3	3	0	0	1	1	0	5	2	1	2	0	3	1	7	0	0	1	3	1	0	1	2	1	0	0	0	5	1	0	1	0	0	0	1	0	0	1	3	1	0	6	1	2	1	0	4	2	0	0	2	1	1	1	3	1	1	2	0	0	1	1	0	0	0	3	3	1	3	0	0	0	6	6	0	4	1	2	2	0	0	0	0	1	2	0	1	0	0	0	6	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	5	1	0	4	0	0	0	6	0	0	0	2	3	11	2	0	0	0	0	1	5	0	1	1	6	0	1	4	0	3	0	1	0	0	2	1	1	2	0	1	0	4	0	0	2	2	1	0	3	1	11	1	2	0	1	1	3	1	0	3	0	5	0	2	1	0	1	5	1	17	5	0	0	0	1	1	1	0	0	0	4	2	0	2	2	0	11	2	3	0	4	0	0	1	0	0	1	0	1	0	0	4	1	4	7	0	4	0	0	0	2	1	0	0	0	2	0	2	0	1	3	6	0	0	5	1	3	0	7	0	0	0	6	1	0	3	0	0	2	0	5	1	0	3	2	5	0	0	3	0	2	0	7	1	1	0	
random laundry	5	7	22	2	4	1	8	12	4	5	0	0	0	0	4	3	2	3	1	4	1	1	14	7	1	0	2	0	3	0	4	2	2	2	3	6	2	1	18	9	15	2	12	5	0	7	0	0	0	3	1	6	5	0	4	5	2	2	9	3	6	2	0	1	7	4	11	12	0	4	3	5	1	6	1	9	6	22	1	1	8	1	3	1	4	2	8	0	3	0	1	1	4	2	0	1	0	9	3	2	6	4	2	4	1	2	7	3	5	3	11	3	4	0	1	13	5	3	6	8	0	0	4	13	0	2	1	4	2	4	1	2	3	3	10	10	8	6	15	0	2	3	3	2	1	1	4	1	4	2	0	2	6	6	1	1	2	15	0	0	1	1	2	13	0	2	2	3	3	7	9	3	4	6	1	1	0	21	1	3	9	4	0	0	1	5	4	4	2	1	3	2	3	0	8	2	1	10	7	7	0	9	2	0	9	2	7	2	0	2	0	1	1	1	5	10	0	1	3	1	1	5	1	5	3	2	4	1	4	0	3	4	3	6	3	6	0	1	1	3	3	6	1	3	0	2	2	7	0	5	3	2	1	0	0	3	8	0	5	1	12	3	9	3	0	0	6	6	0	3	2	6	7	2	5	3	5	0	1	7	1	12	2	0	6	6	3	1	9	1	8	3	0	2	2	4	3	6	6	12	1	1	2	4	1	2	4	3	11	1	0	5	3	12	5	1	3	10	2	1	2	13	0	7	6	0	1	3	8	1	0	1	0	3	1	1	1	2	8	3	0	1	3	0	15	9	10	2	4	9	9	0	0	0	3	5	0	2	9	1	1	1	2	1	2	2	2	0	3	3	3	5	11	2	0	3	1	1	8	3	4	1	1	18	8	3	2	5	3	6	4	3	1	1	1	4	2	4	2	9	2	0	3	2	0	4	5	10	0	0	7	18	9	2	4	0	5	1	0	8	2	3	5	4	3	1	6	1	0	4	1	3	5	2	8	3	2	3	1	4	3	0	1	1	9	2	6	3	8	0	1	1	0	0	2	1	1	6	3	1	3	12	2	0	9	0	0	0	3	0	3	4	4	4	1	14	3	3	0	2	0	0	1	2	16	6	6	1	2	1	2	2	12	7	4	4	2	5	3	0	
Thanks For Noticing Me	1	7	4	4	6	7	3	1	3	0	1	5	8	3	2	9	38	36	10	3	10	66	3	1	4	0	0	0	5	0	2	2	2	11	5	5	7	1	0	2	12	0	5	6	0	15	3	0	11	0	5	2	2	7	5	7	0	0	11	0	17	6	9	0	3	7	0	3	1	3	3	2	0	2	1	6	7	1	2	20	4	4	3	0	1	0	2	6	0	2	2	0	5	4	0	0	10	0	2	13	3	11	1	2	5	4	9	1	8	15	2	2	2	0	5	29	11	2	5	3	0	1	8	7	1	7	3	4	0	19	7	5	24	5	2	9	4	9	0	0	4	12	12	1	0	2	4	0	14	4	6	4	2	8	0	6	0	3	12	1	0	3	2	6	0	8	5	2	2	4	12	10	0	2	5	9	2	15	0	1	2	7	0	0	13	2	7	3	3	1	14	1	5	16	9	11	1	5	6	2	1	5	0	0	14	3	5	4	6	0	5	6	3	1	2	0	0	10	7	3	1	5	0	2	21	2	17	25	0	4	30	1	4	3	10	2	1	0	5	9	6	4	5	5	2	2	1	11	6	0	7	10	8	0	10	10	5	0	4	6	10	6	7	6	0	0	0	1	1	3	4	0	0	0	5	3	23	2	2	7	5	13	3	2	0	3	5	1	4	13	0	3	0	16	1	10	2	0	14	5	3	7	2	1	1	6	2	9	5	4	1	4	0	0	1	3	2	9	12	5	0	14	0	5	2	1	0	2	8	5	10	0	2	4	2	10	13	8	1	0	1	7	4	1	0	0	40	4	25	1	2	2	0	0	0	12	9	9	4	0	0	4	7	4	0	0	3	5	26	0	0	7	0	1	0	0	2	0	2	4	10	9	3	10	13	1	1	1	21	1	5	2	1	6	0	3	0	2	1	27	5	6	7	4	0	1	0	1	3	0	19	8	2	0	6	0	7	1	2	21	1	6	1	2	0	2	6	5	4	0	23	3	4	0	11	0	1	1	1	2	0	0	3	3	4	1	2	2	11	0	6	2	0	3	1	5	5	4	5	1	2	3	0	1	7	0	2	0	6	0	4	1	1	1	2	9	4	1	2	3	1	2	2	0	3	3	1	7	2	0	2	3	5	7	15	1	0	4	7	0	
GROOVE to the RAVE	0	1	2	3	1	1	0	0	3	2	4	1	0	0	0	0	0	0	1	7	1	0	1	2	11	0	4	0	5	4	1	3	1	0	0	1	8	5	7	4	0	2	0	4	1	0	0	1	1	2	1	5	0	0	1	3	1	22	4	3	24	6	4	0	18	0	2	0	0	9	2	3	0	1	2	0	0	3	39	3	0	0	0	0	1	1	0	1	4	7	30	1	5	9	1	2	1	0	0	1	1	5	1	11	7	2	1	3	4	0	1	0	2	0	4	0	2	11	5	1	1	3	1	3	5	1	2	1	11	0	0	17	9	0	0	7	3	0	0	0	0	3	1	0	11	3	0	73	2	6	0	5	2	0	0	0	8	3	1	1	3	7	1	17	4	0	4	9	2	0	10	0	3	0	0	0	1	4	24	1	1	11	0	1	0	2	0	8	0	3	0	1	0	0	1	1	0	9	3	3	2	2	5	0	2	4	0	1	1	2	3	7	3	0	1	5	2	0	6	0	0	6	1	2	3	3	1	1	4	2	1	9	2	3	0	9	0	9	1	1	1	5	2	0	6	8	5	3	2	5	15	0	0	0	0	0	3	4	1	1	7	3	2	1	0	0	0	7	0	5	1	6	1	0	11	3	6	4	1	2	3	0	3	6	0	1	1	0	0	16	4	9	28	0	4	5	1	0	4	4	0	0	0	9	1	0	0	2	9	2	12	10	11	0	4	0	0	3	2	0	2	0	7	5	5	0	0	9	1	1	2	3	1	3	2	0	0	1	8	12	0	5	8	1	10	1	0	1	0	10	0	1	0	0	5	0	3	2	2	0	1	0	1	4	0	1	1	0	7	0	7	0	3	0	12	17	3	6	0	1	4	1	5	1	4	1	0	0	12	13	13	1	14	2	7	2	10	7	0	0	0	3	0	2	0	4	3	3	0	1	24	1	11	10	1	0	5	3	0	0	3	4	6	7	37	1	0	6	0	9	1	1	3	0	0	0	47	11	18	3	0	1	0	3	4	3	9	1	9	5	2	0	0	1	1	2	0	4	3	0	1	0	0	0	4	1	3	26	5	8	1	0	4	4	3	0	1	4	3	1	0	0	0	15	8	26	0	2	0	2	1	1	1	7	1	10	1	0	1	0	
shyng-a-shong //	4	0	2	3	0	3	0	1	0	3	0	4	5	0	0	6	2	2	1	0	6	1	3	2	0	1	0	0	0	0	1	0	4	2	0	4	1	0	6	4	22	3	3	1	0	0	1	0	6	7	2	1	1	2	0	3	0	2	1	0	7	2	1	0	0	0	0	0	0	1	1	35	0	0	1	0	1	0	0	0	1	0	5	0	1	1	3	6	2	4	5	0	1	1	2	0	0	1	5	6	2	2	5	0	1	3	0	0	2	3	0	0	0	0	0	6	0	1	4	0	0	0	1	2	0	1	0	2	2	8	1	1	0	0	7	1	1	0	8	0	5	4	0	1	0	0	3	1	3	1	3	1	2	1	3	3	0	0	2	0	0	0	1	1	0	0	1	0	2	2	0	0	0	1	1	1	0	2	1	0	2	0	1	1	0	3	1	2	0	3	4	0	1	1	0	0	2	0	1	0	0	2	0	6	8	1	3	1	3	0	4	2	0	0	2	0	1	0	1	5	0	12	5	2	4	1	2	0	1	1	0	0	2	5	1	4	0	0	5	0	0	0	0	2	3	4	1	1	5	2	2	3	0	0	0	1	2	1	1	2	0	1	3	5	0	0	0	2	0	0	2	2	6	0	1	5	26	0	0	3	2	0	1	0	0	0	2	0	4	5	3	2	5	5	1	0	4	0	0	2	2	0	0	2	1	0	0	1	2	2	0	0	8	0	3	0	3	4	0	1	6	1	1	1	2	1	1	0	2	0	0	2	4	2	1	1	0	0	1	0	1	2	1	0	2	0	9	2	4	0	0	0	0	0	4	1	1	1	0	0	1	0	0	2	8	0	2	0	1	0	0	3	34	1	3	1	0	1	2	3	0	1	1	2	8	0	1	1	1	1	1	1	3	2	0	0	4	7	0	0	0	2	1	1	1	0	3	0	0	0	1	5	1	4	2	0	1	1	1	15	1	0	2	2	0	0	0	1	4	1	3	4	0	0	0	1	0	4	5	0	4	0	0	0	4	1	0	0	1	0	5	4	0	1	0	0	0	1	2	2	2	0	0	0	0	2	1	1	3	2	4	0	1	5	1	1	0	1	3	2	0	1	1	1	2	1	1	3	1	3	3	0	0	1	0	2	1	1	8	0	
La Dolce Vita	1	1	9	5	4	1	0	1	0	0	0	0	9	0	0	0	6	6	0	4	5	5	12	2	1	0	0	0	1	0	2	0	1	1	3	8	3	0	11	1	7	4	0	0	0	1	1	0	1	0	6	0	4	0	1	0	0	3	2	0	7	2	1	2	1	0	6	2	0	0	1	1	3	0	0	0	1	0	0	0	4	0	0	19	5	1	4	2	1	1	12	0	6	6	0	6	0	2	2	0	6	0	0	0	1	2	3	16	1	0	1	0	30	0	3	1	5	2	0	0	0	8	7	3	7	1	3	6	4	2	8	1	6	3	17	5	15	3	3	0	10	2	1	5	4	6	1	1	0	2	0	5	1	4	9	5	2	5	3	0	2	3	1	1	0	0	2	1	1	1	0	6	5	7	0	6	3	0	0	1	0	2	1	7	0	1	6	2	3	4	1	1	7	2	5	0	3	3	3	1	1	2	0	2	4	2	0	1	5	3	1	0	6	0	3	2	2	2	2	3	6	3	1	3	1	3	6	0	0	1	1	0	2	3	3	3	3	2	1	5	6	1	2	12	0	0	1	1	5	1	2	3	0	0	3	2	7	2	5	6	1	5	1	4	0	0	7	0	2	0	3	4	0	0	1	1	2	0	1	17	3	2	1	0	3	1	5	0	0	4	3	1	2	4	2	4	15	23	3	6	2	2	0	2	3	2	3	6	2	4	0	2	1	8	1	0	1	9	6	3	1	3	1	2	2	1	0	2	2	0	3	1	6	4	6	1	0	0	3	1	2	0	2	1	1	1	6	2	1	0	4	11	1	0	5	4	2	0	1	1	0	2	3	1	2	1	3	2	5	0	1	1	31	1	2	0	0	0	3	1	0	1	4	1	0	2	3	2	0	4	1	1	0	2	0	10	0	2	0	2	2	2	0	2	1	2	3	0	1	2	3	1	5	0	0	0	1	1	7	1	9	1	12	4	3	2	6	1	4	2	2	0	1	0	0	1	0	3	1	4	1	0	0	0	0	3	0	2	1	0	0	2	0	1	5	1	0	0	1	2	0	2	0	0	3	0	0	3	2	0	2	1	6	4	1	1	2	5	2	3	13	5	11	7	1	41	0	0	1	3	4	0	0	4	2	3	4	0	4	0	
evoluzination	3	1	5	3	2	8	2	0	1	3	134	0	0	9	0	2	2	2	4	5	4	1	0	2	8	13	24	10	16	4	2	11	6	2	3	5	26	1	0	0	1	21	0	2	0	1	4	10	5	6	3	1	7	0	28	16	1	2	0	0	0	0	25	66	0	0	20	1	0	4	5	0	0	24	14	0	23	13	1	2	3	13	0	0	1	1	12	7	2	13	0	0	13	4	2	6	0	0	0	1	0	1	0	8	55	0	7	1	6	3	4	3	1	1	0	2	1	0	1	20	3	4	3	46	15	3	0	10	2	0	1	18	0	2	0	2	13	0	3	2	4	10	15	1	0	15	1	2	4	18	6	21	0	1	4	4	26	0	4	0	16	34	5	0	0	2	1	3	3	3	1	2	2	8	0	3	17	0	1	1	2	28	0	2	0	7	5	1	1	6	0	0	4	4	7	8	0	6	8	9	2	1	2	3	9	2	2	21	0	0	21	7	21	0	9	1	8	14	10	2	0	4	19	1	3	10	0	3	2	1	4	5	6	3	10	23	2	13	0	0	10	8	8	1	4	6	1	13	1	0	3	0	6	1	2	30	6	0	18	6	0	3	33	8	248	0	1	2	4	6	0	9	0	0	11	36	0	3	0	3	1	2	3	5	9	1	3	1	5	6	3	16	0	0	3	17	0	2	9	0	13	40	14	0	1	1	5	3	0	6	0	5	0	0	1	0	3	17	0	8	3	3	25	4	11	27	8	9	4	16	67	1	16	4	2	1	1	0	2	7	0	3	4	7	3	9	0	0	5	0	20	15	0	0	17	5	3	6	2	36	0	11	0	14	0	55	1	0	6	25	6	1	3	5	5	3	0	0	5	0	4	2	0	1	18	8	14	5	11	5	40	21	2	4	0	2	4	0	7	0	9	6	3	45	1	18	2	3	5	6	0	4	0	1	0	49	11	4	0	4	0	15	2	2	1	18	11	1	3	3	10	1	9	0	1	3	6	5	0	9	0	1	13	5	2	8	7	0	0	1	1	16	3	0	5	0	15	19	2	31	5	8	1	0	23	6	7	2	5	1	14	1	2	2	5	24	1	2	5	4	2	77	7	0	0	4	28	1	11	4	1	0	16	8	7	1	2	1	4	0	
Ron Olesko's Folk Music Notebook	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mad Blasts Of Chaos	0	0	0	0	0	0	0	1	0	1	0	3	2	0	0	1	4	0	2	0	0	0	2	17	1	2	2	0	0	0	0	3	0	1	0	1	2	0	0	0	0	1	0	0	19	0	8	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	1	0	3	2	2	2	159	3	0	0	1	0	0	1	0	1	4	0	4	0	2	2	1	25	1	0	1	0	1	0	2	0	1	1	0	0	0	1	2	0	2	0	0	14	0	0	8	1	1	0	0	1	1	5	0	0	2	0	0	0	1	3	0	30	6	0	2	0	0	0	2	0	0	61	1	0	0	32	1	3	0	2	17	0	0	9	1	2	5	2	1	0	2	4	2	1	1	0	0	5	3	1	1	1	0	9	2	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	2	6	0	1	0	1	0	2	0	0	0	0	0	0	0	7	0	4	1	2	0	1	1	4	0	0	0	0	0	8	0	0	0	0	0	0	8	2	0	0	0	1	1	0	1	1	1	0	1	0	0	0	3	5	1	2	0	3	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	5	0	1	1	2	0	0	1	1	25	0	0	1	0	0	1	2	0	1	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	5	0	8	0	1	3	0	0	0	1	1	0	0	2	0	2	1	8	1	0	10	0	0	0	3	2	2	1	2	0	0	1	0	0	2	6	0	6	0	0	1	0	0	1	1	0	0	3	0	0	0	0	0	0	2	0	4	6	0	2	0	3	0	36	0	1	2	3	0	21	0	0	1	1	1	0	1	1	1	0	0	7	0	0	2	1	0	0	1	0	1	2	0	2	3	0	13	4	2	6	14	0	0	0	0	0	1	1	0	0	0	1	1	0	0	6	0	1	0	2	3	0	3	1	4	7	0	0	1	43	0	0	0	0	0	0	0	0	1	1	0	0	79	0	0	1	2	2	1	0	1	0	2	0	0	4	0	3	2	2	42	0	6	1	0	1	3	1	2	0	3	0	5	0	0	0	0	1	2	0	0	2	0	1	1	2	1	1	1	0	0	1	168	
On This Side	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
now I'm your blog	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	6	2	0	0	0	0	1	8	2	0	0	0	1	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	1	3	1	0	0	0	5	1	0	1	0	112	0	0	5	0	2	9	0	2	0	0	1	14	6	0	1	4	0	0	0	0	1	5	0	1	0	2	3	0	5	3	0	0	0	1	2	6	5	0	0	0	0	2	2	1	0	0	0	0	0	4	5	0	0	0	1	0	6	14	0	0	10	1	2	1	0	0	0	0	1	0	0	9	2	1	0	0	0	0	1	0	1	3	0	0	7	0	4	0	0	0	16	0	1	0	4	1	1	0	0	4	4	0	88	0	0	1	0	3	2	0	3	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	7	1	0	0	0	0	2	2	1	0	1	1	1	3	3	8	2	2	0	2	1	3	0	1	1	2	0	2	0	0	1	2	0	1	0	4	0	3	0	2	0	3	0	1	8	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	8	2	3	0	1	0	1	0	6	2	0	0	1	0	5	1	0	1	3	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	5	1	1	1	1	21	0	0	7	0	1	1	0	0	0	5	1	2	0	1	0	10	4	0	0	7	0	2	0	0	1	0	0	0	2	0	1	1	0	0	0	5	0	0	0	3	2	0	0	0	0	4	2	3	1	2	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	10	0	1	2	0	1	7	1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	1	4	0	0	2	0	5	0	3	62	0	0	18	16	0	0	0	1	73	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	0	2	0	0	0	0	1	1	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	1	4	0	0	4	0	1	1	0	0	2	1	1	0	0	17	
The Brisbois vs. Redmonton	2	5	4	4	5	2	0	0	6	1	1	1	3	13	0	1	3	2	3	4	7	3	6	6	14	3	1	2	8	4	8	16	12	6	14	3	6	0	0	0	7	4	9	3	0	4	2	0	2	2	0	5	0	1	7	1	0	0	0	0	0	1	1	0	5	0	4	15	2	4	4	14	7	0	5	0	0	7	4	0	6	1	0	0	15	2	2	4	2	0	1	2	7	1	0	12	0	4	1	1	0	0	5	15	0	4	2	2	1	9	3	0	4	0	8	2	6	1	1	5	3	1	5	1	1	1	5	7	9	2	0	1	6	5	2	3	5	6	1	2	3	5	0	0	2	6	0	29	9	1	3	17	1	5	3	8	6	1	1	0	0	5	2	0	4	3	10	2	5	5	0	4	2	9	1	6	15	5	5	1	10	2	1	5	0	9	0	3	3	2	0	0	2	4	6	4	2	2	4	19	5	11	0	1	0	3	0	1	2	11	1	4	10	4	2	1	4	2	2	3	1	3	0	2	0	5	9	4	6	3	3	2	5	0	1	3	6	0	5	3	9	4	3	2	11	4	2	13	2	1	1	6	7	1	1	7	5	0	5	4	1	4	13	2	1	0	6	3	7	0	2	2	4	0	20	11	1	5	3	0	2	9	8	8	7	14	5	17	26	0	3	2	0	3	7	0	14	0	1	5	6	8	2	5	5	1	1	1	10	4	2	3	0	6	4	3	3	6	4	4	4	5	0	10	7	5	17	18	7	7	3	7	4	12	0	0	3	0	3	8	0	1	9	4	12	3	29	6	1	3	4	5	1	0	8	3	3	2	9	1	9	6	0	7	0	2	6	0	1	3	3	14	3	2	0	0	7	0	5	6	5	3	4	1	2	0	0	3	5	2	12	10	3	0	2	9	1	1	1	2	7	4	3	19	0	2	5	11	4	0	1	2	2	1	6	1	7	2	6	3	8	0	2	11	22	6	10	9	7	2	15	4	0	0	13	4	4	1	7	1	0	0	10	1	3	8	1	5	4	4	4	6	0	1	7	0	6	2	0	11	5	4	16	0	4	2	6	7	6	2	3	6	1	1	2	3	8	0	2	1	1	1	2	0	2	1	5	3	11	4	2	11	11	7	4	0	0	5	1	2	
